col,score,missing_rate
lab_5097_max,0.0021253296648078776,0.14421481369739025
lab_5115_max,0.00210001790065196,0.1446673706441394
lab_5211_max,0.00209827868635821,0.346432342736461
lab_5042_min,0.0020975954076504237,0.2894101674460703
lab_5078_min,0.002040649952947899,0.28375320561170614
lab_5228_range,0.0020376690506724252,0.3462060642630864
lab_5046_max,0.002007293372617785,0.2852617287675366
lab_5215_range,0.001985314593459753,0.3460552119475034
lab_5493_min,0.0019848297627723956,0.17717604465228542
lab_5141_range,0.001966617402838846,0.1444410921707648
lab_5257_range,0.0019008101598688679,0.349901945994871
lab_5045_max,0.001890435576594156,0.28616684266103487
lab_5031_range,0.001873557883325471,0.2846583195052044
chart_1006_max,0.0018651706052058004,0.4416201538693619
chart_1016_range,0.0018577630499662504,0.39327198672499625
lab_5186_max,0.0018485481575335784,0.3809775230049781
lab_5128_range,0.0018012677702522624,0.1651832855634334
chart_1015_max,0.001792747627777177,0.39327198672499625
lab_5248_range,0.0017797453064888249,0.3465077688942525
lab_5186_min,0.0017756202285448385,0.3809775230049781
lab_5041_range,0.001755605287269299,0.26135163674762407
lab_5493_range,0.0017458392335501806,0.17717604465228542
lab_5114_range,0.0017288578625203345,0.1446673706441394
lab_5174_min,0.001714304756388461,0.3809775230049781
lab_5033_min,0.0016963909239850951,0.26097450595866645
lab_6317_range,0.0015689864844806091,0.17657263538995324
lab_6857_min,0.0015278330972714918,0.40315281339568565
lab_6471_max,0.001510193015421137,0.28050988082667067
lab_5129_range,0.0014875328026645197,0.1444410921707648
lab_5115_range,0.0014859015827549827,0.1446673706441394
lab_5132_range,0.0014130927723457355,0.1443656660129733
lab_6471_min,0.0013951346786470504,0.28050988082667067
lab_5111_range,0.0013363631915931352,0.15107859405641877
lab_5045_range,0.0013185743364446873,0.28616684266103487
lab_5113_range,0.0013050814843120454,0.1446673706441394
lab_5033_range,0.0012877380832455618,0.261049932116458
lab_5120_range,0.0012186016700305,0.1884145421632222
lab_5110_range,0.00121823677291158,0.17732689696786846
lab_5161_range,0.001187439699224755,0.3843717001055966
lab_5136_range,0.00110678541825135,0.14557248453763766
lab_5026_range,0.0009905666346595907,0.25124453160356014
lab_5175_range,0.0009067377961867018,0.37599939659073767
lab_5099_range,0.0008844197428195373,0.1444410921707648
lab_6316_range,0.0007960415857096415,0.17725147081007694
lab_5039_range,0.000776400814510638,0.28586513802986874
lab_5095_range,0.0007721936055897372,0.14738271232463418
lab_5186_range,0.000748055203639568,0.38203348921405944
lab_5032_max,0.000729569667314615,0.9444863478654397
lab_6472_min,0.0006553443769184081,0.28028360235329614
lab_5097_range,0.0006107755252360984,0.14429023985518177
lab_5078_range,0.0005749080165706408,0.28375320561170614
lab_5021_range,0.0005549765743858013,0.2843566148740383
lab_5174_range,0.0005524806850359876,0.3809775230049781
lab_5002_range,0.00048008952472311284,0.1501734801629205
lab_5027_range,0.0004022652403203442,0.2931814753356464
lab_6796_range,0.00036531291866539507,0.36015990345451804
lab_5038_range,0.0003601054445638667,0.28578971187207725
lab_6472_max,0.0003525566457807631,0.28028360235329614
lab_5059_range,0.0003494158082897758,0.372001810227787
lab_5094_range,0.00034431201630637725,0.17770402775682606
lab_5046_range,0.0002540645340389798,0.2852617287675366
lab_6318_range,0.000211123145146337,0.17717604465228542
lab_5057_range,0.00018098547963669035,0.2840549102428722
lab_5037_range,0.000179761326167461,0.2857142857142857
lab_6471_range,0.00012519257924262724,0.28050988082667067
lab_5034_range,9.774540691354426e-05,0.2849600241363705
lab_5075_range,7.799112721124335e-05,0.2983858802232614
lab_5022_range,7.581760156219553e-05,0.2934831799668125
lab_5083_range,6.353643343960213e-05,0.28420576255845525
lab_5055_range,5.938676174460679e-05,0.29634937396289035
lab_6472_range,5.5331621319524715e-05,0.28028360235329614
lab_6473_range,5.3413812920330496e-05,0.2801327500377131
lab_5306_range,4.648499320157752e-05,0.2845074671896214
lab_5074_range,4.4631905987253576e-05,0.29702820938301405
lab_6261_range,3.971651781871357e-05,0.2845074671896214
lab_5024_range,3.707792900190881e-05,0.28420576255845525
lab_6857_range,3.106882334242576e-05,0.40315281339568565
lab_5025_range,2.2315592966631724e-05,0.28578971187207725
lab_5077_range,1.3856144665299909e-05,0.2856388595564942
lab_5042_range,9.768571075852408e-06,0.2894101674460703
lab_5072_range,3.8060055142152196e-06,0.2849600241363705
lab_6236_range,8.905390497391397e-07,0.28511087645195354
lab_5056_max,0.0,0.9999245738422085
