col,score,missing_rate
lab_5237_min,0.09957703971731965,0.3462060642630864
lab_5257_min,0.035749713935791905,0.3466586212098356
lab_5218_range,0.025803603743599756,0.34590435963192034
lab_5235_range,0.02306130207516734,0.3459797857897119
lab_6473_min,0.022508131552969372,0.2801327500377131
lab_5136_max,0.02220954341105802,0.14557248453763766
lab_5225_range,0.02107418943697586,0.34635691657866946
lab_5236_max,0.018961409365085957,0.844697541107256
lab_5227_max,0.016965500890496556,0.3501282244682456
lab_5141_max,0.016600368360091593,0.1444410921707648
lab_5235_max,0.016071333925252784,0.3459797857897119
lab_5127_max,0.015121079117595807,0.16375018856539447
chart_1004_max,0.012154159588333473,0.32101372756071805
lab_6473_max,0.011954546755288722,0.2801327500377131
lab_6857_max,0.010906924398262508,0.40315281339568565
lab_5175_min,0.010546708261606199,0.37599939659073767
lab_5094_min,0.01021352124465883,0.17770402775682606
lab_5227_range,0.010185863366870202,0.35201387841303367
lab_5128_max,0.009782300598378502,0.16510785940564188
lab_5238_max,0.009705437513056685,0.8443204103182984
lab_5083_min,0.009388354806208522,0.28420576255845525
lab_5218_min,0.008902411468509081,0.34590435963192034
lab_5026_min,0.008704952134089929,0.25101825313018555
chart_1015_min,0.00858855168361954,0.39327198672499625
lab_6316_min,0.00854451760207611,0.17725147081007694
lab_5129_min,0.007999452208648797,0.1444410921707648
lab_5256_max,0.007973082696837542,0.9305325086740082
lab_5057_max,0.007823514058534093,0.2840549102428722
lab_5025_max,0.007630508363077335,0.28578971187207725
chart_1004_min,0.0075074238847767745,0.32101372756071805
lab_5110_max,0.00729496230720441,0.17732689696786846
lab_5211_range,0.007283653025630214,0.34703575199879316
lab_6471_min,0.006897226763633492,0.28050988082667067
lab_5257_max,0.006893989132619407,0.3466586212098356
chart_1001_min,0.00688707654709744,0.320712022929552
chart_1006_min,0.00687928110726887,0.4416201538693619
lab_5252_min,0.006855612957848573,0.3462060642630864
lab_5224_min,0.006831435615386637,0.3460552119475034
lab_5127_min,0.006816897832917552,0.16375018856539447
lab_5072_min,0.006720591577927616,0.2849600241363705
lab_5227_min,0.006533904873764597,0.3501282244682456
lab_5074_max,0.006470349077550587,0.29687735706743096
chart_1015_max,0.006439875861840569,0.39327198672499625
lab_5215_min,0.006176283500626632,0.3460552119475034
lab_6317_max,0.006160080284619024,0.16925629808417558
chart_1001_max,0.006120108232114686,0.320712022929552
lab_5045_min,0.0060375444360007205,0.28616684266103487
lab_5235_min,0.005905200269396407,0.3459797857897119
lab_5074_min,0.005818265388053982,0.29687735706743096
lab_5218_max,0.005601635467182178,0.34590435963192034
lab_5230_min,0.005530910168414391,0.34590435963192034
chart_1001_range,0.005503318125249877,0.320712022929552
lab_5219_min,0.0054152796470849675,0.34613063810529493
lab_5002_min,0.005378468693561976,0.14979634937396288
lab_5244_min,0.004992305772305453,0.844697541107256
lab_5026_max,0.004919000494093027,0.25101825313018555
lab_6236_min,0.004853482275970385,0.28511087645195354
lab_6317_min,0.004813960060449749,0.16925629808417558
lab_5057_min,0.004690867989162661,0.2840549102428722
chart_1006_range,0.004658464398765239,0.4416201538693619
lab_5078_min,0.004600870650490247,0.28375320561170614
lab_5111_min,0.004590719323037375,0.14843867853371548
lab_5161_max,0.0045587948006590665,0.38271232463418314
lab_5025_min,0.004498531092242854,0.28578971187207725
lab_5083_max,0.004431255147447964,0.28420576255845525
lab_6318_max,0.004298966069918562,0.17717604465228542
lab_5239_max,0.004265394468921752,0.3459797857897119
lab_5237_range,0.004223744012549093,0.3462060642630864
lab_5078_max,0.004185677527649223,0.28375320561170614
lab_5128_min,0.004151413008276678,0.16510785940564188
lab_5219_range,0.004014846954324571,0.3462060642630864
lab_5077_min,0.0039340060099019945,0.2856388595564942
lab_6236_max,0.0037742565691340603,0.28511087645195354
lab_5127_range,0.0035946021640919333,0.16375018856539447
lab_5237_max,0.0035684595063708766,0.3462060642630864
lab_5252_range,0.0035311122748907715,0.3462060642630864
lab_5215_max,0.003523950936362252,0.3460552119475034
lab_5230_range,0.003513305286495675,0.34590435963192034
lab_5223_max,0.0034920861781018915,0.3665711268667974
lab_5136_min,0.003453877922581807,0.14557248453763766
lab_6857_min,0.0033743401815654528,0.40315281339568565
lab_5215_range,0.0033078347490555016,0.3460552119475034
lab_5178_range,0.0032847957552408305,0.37599939659073767
lab_5248_min,0.003282606175825481,0.34628149042087797
lab_5110_min,0.003273766326381876,0.17732689696786846
lab_5099_max,0.0032143253527368216,0.1444410921707648
lab_5037_min,0.0031996105265982523,0.2857142857142857
lab_5120_max,0.003079869875941372,0.18207874490873435
lab_5141_min,0.0029885561428830186,0.1444410921707648
lab_6796_max,0.0029078931755075086,0.3600844772967265
lab_5129_range,0.0028913156965444664,0.1444410921707648
lab_5114_min,0.0028776815796144216,0.1446673706441394
lab_5113_max,0.0028428089615953967,0.1446673706441394
lab_5129_max,0.002828932666138626,0.1444410921707648
lab_5039_max,0.0028184573984457945,0.28548800724091117
lab_5249_max,0.002758906132526369,0.3466586212098356
lab_5141_range,0.0027243128096873783,0.1444410921707648
lab_5132_max,0.0026639958746889933,0.1443656660129733
lab_5252_max,0.002655098367469143,0.3462060642630864
lab_5219_max,0.0025912551184221378,0.34613063810529493
lab_5225_min,0.002531075227226859,0.34628149042087797
lab_5022_min,0.0025247667126163543,0.2931060491778549
lab_5223_min,0.0025127611354182496,0.3665711268667974
lab_5027_max,0.0024803653920645375,0.29069241212852615
lab_5033_range,0.0024695954680085423,0.261049932116458
lab_5099_min,0.0024240417307397357,0.1444410921707648
lab_5024_max,0.002407691126731973,0.28420576255845525
lab_5033_min,0.002398769611909303,0.26097450595866645
lab_5072_max,0.0023864965630760863,0.2849600241363705
lab_5186_max,0.002378904158229136,0.3809775230049781
lab_5223_range,0.002374236317876673,0.37863931211344093
lab_5041_max,0.0023257262668200987,0.2605973751697089
lab_5110_range,0.002322824155950704,0.17732689696786846
lab_5115_range,0.00225099086847013,0.1446673706441394
lab_6316_max,0.0022145677747099244,0.17725147081007694
lab_5045_max,0.0021978128156944572,0.28616684266103487
lab_5094_range,0.0021464733714480332,0.17770402775682606
lab_5239_range,0.0021376779641028697,0.3459797857897119
lab_5224_max,0.002124501360401835,0.3460552119475034
lab_5230_max,0.0021156869049759022,0.34590435963192034
lab_5097_min,0.002111097095510028,0.14421481369739025
chart_1016_max,0.00208112454500715,0.39327198672499625
lab_5186_min,0.0020677207937536543,0.3809775230049781
lab_5031_max,0.0020627874099646494,0.2846583195052044
